employee,pattern_type,timestamp,location,latitude,longitude,visit_count,average_visits
Linnea Bergen,Late night visit,2014-01-10 22:20:43,Guy's Gyros,36.08303153,24.86170879,,
Linnea Bergen,Late night visit,2014-01-10 22:20:44,Guy's Gyros,36.0829241,24.86170193,,
Linnea Bergen,Late night visit,2014-01-10 22:20:46,Guy's Gyros,36.08275627,24.86172752,,
Linnea Bergen,Late night visit,2014-01-10 22:20:47,Guy's Gyros,36.08267399,24.86171856,,
Linnea Bergen,Late night visit,2014-01-10 22:20:49,Guy's Gyros,36.08247397,24.8617279,,
Linnea Bergen,Late night visit,2014-01-10 22:20:52,Guy's Gyros,36.0822481,24.8616772,,
Linnea Bergen,Late night visit,2014-01-10 22:20:53,Guy's Gyros,36.08213587,24.86168753,,
Linnea Bergen,Late night visit,2014-01-10 22:20:54,Guy's Gyros,36.08204878,24.86168769,,
Linnea Bergen,Late night visit,2014-01-10 22:20:55,Guy's Gyros,36.08192733,24.86173493,,
Linnea Bergen,Late night visit,2014-01-10 22:20:56,Guy's Gyros,36.08184322,24.86168517,,
Linnea Bergen,Late night visit,2014-01-10 22:20:57,Guy's Gyros,36.08179658,24.86171238,,
Linnea Bergen,Late night visit,2014-01-10 22:20:58,Guy's Gyros,36.08169323,24.86172712,,
Linnea Bergen,Late night visit,2014-01-10 22:20:59,Guy's Gyros,36.08162354,24.86173672,,
Linnea Bergen,Late night visit,2014-01-10 22:21:01,Guy's Gyros,36.08140872,24.86172869,,
Linnea Bergen,Late night visit,2014-01-10 22:21:02,Guy's Gyros,36.08135113,24.86171335,,
Linnea Bergen,Late night visit,2014-01-10 22:21:03,Guy's Gyros,36.08125143,24.86173408,,
Linnea Bergen,Late night visit,2014-01-10 22:21:04,Guy's Gyros,36.08115068,24.86173519,,
Linnea Bergen,Late night visit,2014-01-10 22:21:07,Guy's Gyros,36.08094723,24.86167383,,
Linnea Bergen,Late night visit,2014-01-10 22:21:08,Guy's Gyros,36.08081021,24.86171399,,
Linnea Bergen,Late night visit,2014-01-10 22:21:09,Guy's Gyros,36.08073833,24.86169407,,
Linnea Bergen,Late night visit,2014-01-10 22:21:11,Guy's Gyros,36.08053963,24.8616997,,
Linnea Bergen,Late night visit,2014-01-10 22:21:12,Guy's Gyros,36.08045272,24.861681,,
Linnea Bergen,Late night visit,2014-01-10 22:21:13,Guy's Gyros,36.08035383,24.86167172,,
Linnea Bergen,Late night visit,2014-01-10 22:21:15,Frank's Fuel,36.08019309,24.86170083,,
Linnea Bergen,Late night visit,2014-01-10 22:21:16,Frank's Fuel,36.08012304,24.86171332,,
Linnea Bergen,Late night visit,2014-01-10 22:21:17,Frank's Fuel,36.08002958,24.86169965,,
Linnea Bergen,Late night visit,2014-01-10 22:21:18,Frank's Fuel,36.07996566,24.86172109,,
Linnea Bergen,Late night visit,2014-01-10 22:21:21,Frank's Fuel,36.07968535,24.86167809,,
Linnea Bergen,Late night visit,2014-01-10 22:21:22,Frank's Fuel,36.07957877,24.86169322,,
Linnea Bergen,Late night visit,2014-01-10 22:21:23,Frank's Fuel,36.07952637,24.86171939,,
Linnea Bergen,Late night visit,2014-01-10 22:21:24,Frank's Fuel,36.0794104,24.86168266,,
Linnea Bergen,Late night visit,2014-01-10 22:21:25,Frank's Fuel,36.07931061,24.86172607,,
Linnea Bergen,Late night visit,2014-01-10 22:21:26,Frank's Fuel,36.07925048,24.86172384,,
Linnea Bergen,Late night visit,2014-01-10 22:21:27,Frank's Fuel,36.07917481,24.86166403,,
Linnea Bergen,Late night visit,2014-01-10 22:21:29,Frank's Fuel,36.07899515,24.86170015,,
Linnea Bergen,Late night visit,2014-01-10 22:21:30,Frank's Fuel,36.07893584,24.86170707,,
Linnea Bergen,Late night visit,2014-01-10 22:21:32,Frank's Fuel,36.07875628,24.86171475,,
Linnea Bergen,Late night visit,2014-01-10 22:21:34,Frank's Fuel,36.07858169,24.86170843,,
Linnea Bergen,Late night visit,2014-01-10 22:21:35,Frank's Fuel,36.07845101,24.86168699,,
Linnea Bergen,Late night visit,2014-01-10 22:21:37,Frank's Fuel,36.0782783,24.86169704,,
Linnea Bergen,Late night visit,2014-01-10 22:21:38,Frank's Fuel,36.07819271,24.86171609,,
Linnea Bergen,Late night visit,2014-01-10 22:21:40,Frank's Fuel,36.07806224,24.86171095,,
Linnea Bergen,Late night visit,2014-01-10 22:21:41,Frank's Fuel,36.07806929,24.86179684,,
Linnea Bergen,Late night visit,2014-01-10 22:21:42,Frank's Fuel,36.07803837,24.86186093,,
Linnea Bergen,Late night visit,2014-01-10 22:21:44,Frank's Fuel,36.07806992,24.86207824,,
Linnea Bergen,Late night visit,2014-01-10 22:21:45,Frank's Fuel,36.078065,24.86213575,,
Linnea Bergen,Late night visit,2014-01-10 22:21:46,Frank's Fuel,36.07803043,24.86224611,,
Linnea Bergen,Late night visit,2014-01-10 22:21:47,Frank's Fuel,36.07804198,24.86234484,,
Linnea Bergen,Late night visit,2014-01-10 22:21:50,Frank's Fuel,36.07803689,24.86257932,,
Linnea Bergen,Late night visit,2014-01-10 22:21:51,Frank's Fuel,36.07805247,24.86266461,,
Linnea Bergen,Late night visit,2014-01-10 22:21:52,Frank's Fuel,36.07805033,24.86277339,,
Linnea Bergen,Late night visit,2014-01-10 22:21:53,Frank's Fuel,36.07803135,24.86284404,,
Linnea Bergen,Late night visit,2014-01-10 22:21:54,Frank's Fuel,36.07806163,24.86293358,,
Linnea Bergen,Late night visit,2014-01-10 22:21:57,Frank's Fuel,36.07802242,24.86321301,,
Linnea Bergen,Late night visit,2014-01-10 22:21:58,Frank's Fuel,36.07802063,24.86325474,,
Linnea Bergen,Late night visit,2014-01-10 22:21:59,Frank's Fuel,36.07805561,24.86336741,,
Linnea Bergen,Late night visit,2014-01-10 22:22:00,Frank's Fuel,36.07806148,24.86347671,,
Linnea Bergen,Late night visit,2014-01-10 22:22:01,Frank's Fuel,36.0780292,24.86354513,,
Linnea Bergen,Late night visit,2014-01-10 22:22:02,Frank's Fuel,36.07802337,24.86363919,,
Linnea Bergen,Late night visit,2014-01-10 22:22:03,Frank's Fuel,36.07800571,24.86371073,,
Linnea Bergen,Late night visit,2014-01-10 22:22:04,Frank's Fuel,36.07793985,24.86375705,,
Linnea Bergen,Late night visit,2014-01-10 22:22:07,Frank's Fuel,36.07767657,24.86384111,,
Linnea Bergen,Late night visit,2014-01-10 22:22:08,Frank's Fuel,36.07762759,24.86384512,,
Linnea Bergen,Late night visit,2014-01-10 22:22:11,Frank's Fuel,36.07738788,24.86396778,,
Linnea Bergen,Late night visit,2014-01-10 22:22:13,Frank's Fuel,36.07718984,24.86400479,,
Linnea Bergen,Late night visit,2014-01-10 22:22:14,Frank's Fuel,36.07714456,24.86405411,,
Linnea Bergen,Late night visit,2014-01-10 22:22:15,Frank's Fuel,36.07704263,24.86410055,,
Linnea Bergen,Late night visit,2014-01-10 22:22:16,Frank's Fuel,36.07697384,24.86416276,,
Linnea Bergen,Late night visit,2014-01-10 22:22:17,Frank's Fuel,36.07692269,24.86419878,,
Linnea Bergen,Late night visit,2014-01-10 22:22:18,Frank's Fuel,36.07687133,24.86429198,,
Linnea Bergen,Late night visit,2014-01-10 22:22:19,Frank's Fuel,36.07682028,24.86431912,,
Linnea Bergen,Late night visit,2014-01-10 22:22:20,Frank's Fuel,36.07674442,24.86438585,,
Linnea Bergen,Late night visit,2014-01-10 22:22:21,Frank's Fuel,36.07668983,24.86448979,,
Linnea Bergen,Late night visit,2014-01-10 22:22:22,Frank's Fuel,36.07666615,24.86456355,,
Linnea Bergen,Late night visit,2014-01-10 22:22:24,Frank's Fuel,36.07658758,24.86469213,,
Linnea Bergen,Late night visit,2014-01-10 22:22:25,Frank's Fuel,36.07657507,24.86481167,,
Linnea Bergen,Late night visit,2014-01-10 22:22:26,Frank's Fuel,36.07653483,24.86488399,,
Linnea Bergen,Late night visit,2014-01-10 22:22:27,Frank's Fuel,36.07649137,24.86497304,,
Linnea Bergen,Late night visit,2014-01-10 22:22:28,Frank's Fuel,36.07647617,24.86502029,,
Linnea Bergen,Late night visit,2014-01-10 22:22:30,Frank's Fuel,36.07638729,24.86517441,,
Linnea Bergen,Late night visit,2014-01-10 22:22:31,Frank's Fuel,36.07634978,24.86525416,,
Linnea Bergen,Late night visit,2014-01-10 22:22:32,Frank's Fuel,36.07633035,24.86534023,,
Linnea Bergen,Late night visit,2014-01-10 22:22:33,Frank's Fuel,36.0762827,24.86542717,,
Linnea Bergen,Late night visit,2014-01-10 22:22:34,Frank's Fuel,36.07623818,24.86550137,,
Linnea Bergen,Late night visit,2014-01-10 22:22:36,Frank's Fuel,36.07618212,24.865671,,
Linnea Bergen,Late night visit,2014-01-10 22:22:38,Frank's Fuel,36.07609481,24.86578615,,
Linnea Bergen,Late night visit,2014-01-10 22:22:39,Frank's Fuel,36.07598853,24.86577471,,
Linnea Bergen,Late night visit,2014-01-10 22:22:40,Frank's Fuel,36.07590449,24.8657669,,
Linnea Bergen,Late night visit,2014-01-10 22:22:41,Frank's Fuel,36.07581355,24.86577919,,
Linnea Bergen,Late night visit,2014-01-10 22:22:42,Frank's Fuel,36.07574969,24.86576958,,
Linnea Bergen,Late night visit,2014-01-10 22:22:43,Frank's Fuel,36.07564821,24.86577699,,
Linnea Bergen,Late night visit,2014-01-10 22:22:45,Frank's Fuel,36.07547499,24.86577363,,
Linnea Bergen,Late night visit,2014-01-10 22:22:46,Frank's Fuel,36.07538775,24.86576946,,
Linnea Bergen,Late night visit,2014-01-10 22:22:47,Frank's Fuel,36.07531158,24.86577387,,
Linnea Bergen,Late night visit,2014-01-10 22:22:48,General Grocer,36.07520569,24.86577601,,
Linnea Bergen,Late night visit,2014-01-10 22:22:49,General Grocer,36.07512143,24.86577002,,
Linnea Bergen,Late night visit,2014-01-10 22:22:50,General Grocer,36.07504182,24.86576478,,
Linnea Bergen,Late night visit,2014-01-10 22:22:51,General Grocer,36.07496256,24.86574612,,
Linnea Bergen,Late night visit,2014-01-10 22:22:52,General Grocer,36.07485497,24.86575353,,
Linnea Bergen,Late night visit,2014-01-10 22:22:53,General Grocer,36.07476782,24.86572358,,
Linnea Bergen,Late night visit,2014-01-10 22:22:55,General Grocer,36.0745882,24.8657248,,
Linnea Bergen,Late night visit,2014-01-10 22:22:56,General Grocer,36.07452243,24.86572095,,
Linnea Bergen,Late night visit,2014-01-10 22:22:57,General Grocer,36.07443581,24.86568766,,
Linnea Bergen,Late night visit,2014-01-10 22:22:58,General Grocer,36.07435035,24.86569768,,
Linnea Bergen,Late night visit,2014-01-10 22:22:59,General Grocer,36.07425605,24.86567052,,
Linnea Bergen,Late night visit,2014-01-10 22:23:00,General Grocer,36.07416532,24.86567518,,
Linnea Bergen,Late night visit,2014-01-10 22:23:01,General Grocer,36.07409109,24.86570887,,
Linnea Bergen,Late night visit,2014-01-10 22:23:02,General Grocer,36.07398676,24.86570405,,
Linnea Bergen,Late night visit,2014-01-10 22:23:03,General Grocer,36.073913,24.86571064,,
Linnea Bergen,Late night visit,2014-01-10 22:23:04,General Grocer,36.07381042,24.86573724,,
Linnea Bergen,Late night visit,2014-01-10 22:23:05,General Grocer,36.07372143,24.8657336,,
Linnea Bergen,Late night visit,2014-01-10 22:23:06,General Grocer,36.07363531,24.8657566,,
Linnea Bergen,Late night visit,2014-01-10 22:23:07,General Grocer,36.0735614,24.86575747,,
Linnea Bergen,Late night visit,2014-01-10 22:23:09,General Grocer,36.07338256,24.86577012,,
Linnea Bergen,Late night visit,2014-01-10 22:23:10,General Grocer,36.07335184,24.86580946,,
Linnea Bergen,Late night visit,2014-01-10 22:23:12,General Grocer,36.07332907,24.86599095,,
Linnea Bergen,Late night visit,2014-01-10 22:23:13,General Grocer,36.07332218,24.86607697,,
Linnea Bergen,Late night visit,2014-01-10 22:23:14,General Grocer,36.07332844,24.86615428,,
Linnea Bergen,Late night visit,2014-01-10 22:23:15,General Grocer,36.07332102,24.86624444,,
Linnea Bergen,Late night visit,2014-01-10 22:23:16,General Grocer,36.07332996,24.86634884,,
Linnea Bergen,Late night visit,2014-01-10 22:23:17,General Grocer,36.07333257,24.86642042,,
Linnea Bergen,Late night visit,2014-01-10 22:23:18,General Grocer,36.07332329,24.86650778,,
Linnea Bergen,Late night visit,2014-01-10 22:23:19,General Grocer,36.07333791,24.86658355,,
Linnea Bergen,Late night visit,2014-01-10 22:23:21,General Grocer,36.07323246,24.86667236,,
Linnea Bergen,Late night visit,2014-01-10 22:23:22,General Grocer,36.07315061,24.86666784,,
Linnea Bergen,Late night visit,2014-01-10 22:23:24,General Grocer,36.07298479,24.86667805,,
Linnea Bergen,Late night visit,2014-01-10 22:23:25,General Grocer,36.07290256,24.86667294,,
Linnea Bergen,Late night visit,2014-01-10 22:23:26,General Grocer,36.07280718,24.86667542,,
Linnea Bergen,Late night visit,2014-01-10 22:23:27,General Grocer,36.07271606,24.86669041,,
Linnea Bergen,Late night visit,2014-01-10 22:23:28,General Grocer,36.07262899,24.86666745,,
Linnea Bergen,Late night visit,2014-01-10 22:23:29,General Grocer,36.07253587,24.8666782,,
Linnea Bergen,Late night visit,2014-01-10 22:23:30,General Grocer,36.07244246,24.86668913,,
Linnea Bergen,Late night visit,2014-01-10 22:23:31,General Grocer,36.07244216,24.86673515,,
Linnea Bergen,Late night visit,2014-01-10 22:23:32,General Grocer,36.07240995,24.86683561,,
Linnea Bergen,Late night visit,2014-01-10 22:23:33,General Grocer,36.07243182,24.86691371,,
Linnea Bergen,Late night visit,2014-01-10 22:23:34,General Grocer,36.07242209,24.86701268,,
Linnea Bergen,Late night visit,2014-01-10 22:23:35,General Grocer,36.07240446,24.86710117,,
Linnea Bergen,Late night visit,2014-01-10 22:23:36,General Grocer,36.07240862,24.86717053,,
Linnea Bergen,Late night visit,2014-01-10 22:23:37,General Grocer,36.07239589,24.86727338,,
Linnea Bergen,Late night visit,2014-01-10 22:23:38,General Grocer,36.0723776,24.86735617,,
Linnea Bergen,Late night visit,2014-01-10 22:23:39,General Grocer,36.07236666,24.86744237,,
Linnea Bergen,Late night visit,2014-01-10 22:23:40,General Grocer,36.07236895,24.86752272,,
Linnea Bergen,Late night visit,2014-01-10 22:23:41,General Grocer,36.07236098,24.86761933,,
Linnea Bergen,Late night visit,2014-01-10 22:23:42,General Grocer,36.07235129,24.86769699,,
Linnea Bergen,Late night visit,2014-01-10 22:23:43,General Grocer,36.07235771,24.86778644,,
Linnea Bergen,Late night visit,2014-01-10 22:23:44,General Grocer,36.07233639,24.86787134,,
Linnea Bergen,Late night visit,2014-01-10 22:23:45,General Grocer,36.07234984,24.86795779,,
Linnea Bergen,Late night visit,2014-01-10 22:23:46,General Grocer,36.07234481,24.8680351,,
Linnea Bergen,Late night visit,2014-01-10 22:23:47,General Grocer,36.07228736,24.86809021,,
Linnea Bergen,Late night visit,2014-01-10 22:23:48,General Grocer,36.07218344,24.86808381,,
Linnea Bergen,Late night visit,2014-01-10 22:23:49,General Grocer,36.07209315,24.86809583,,
Linnea Bergen,Late night visit,2014-01-10 22:23:50,General Grocer,36.07200962,24.86812881,,
Linnea Bergen,Late night visit,2014-01-10 22:23:51,General Grocer,36.07193952,24.86813971,,
Linnea Bergen,Late night visit,2014-01-10 22:23:52,General Grocer,36.07183726,24.86813839,,
Linnea Bergen,Late night visit,2014-01-10 22:23:53,General Grocer,36.07174457,24.86814876,,
Linnea Bergen,Late night visit,2014-01-10 22:23:54,General Grocer,36.07166576,24.86815169,,
Linnea Bergen,Late night visit,2014-01-10 22:23:55,General Grocer,36.07158421,24.86818041,,
Linnea Bergen,Late night visit,2014-01-10 22:23:56,General Grocer,36.07148546,24.86817946,,
Linnea Bergen,Late night visit,2014-01-10 22:23:57,General Grocer,36.07141764,24.86818069,,
Linnea Bergen,Late night visit,2014-01-10 22:23:58,General Grocer,36.07133477,24.86817376,,
Linnea Bergen,Late night visit,2014-01-10 22:23:59,General Grocer,36.07122229,24.86816571,,
Linnea Bergen,Late night visit,2014-01-10 22:24:00,General Grocer,36.07115022,24.86817829,,
Linnea Bergen,Late night visit,2014-01-10 22:24:01,General Grocer,36.07106305,24.86816604,,
Linnea Bergen,Late night visit,2014-01-10 22:24:02,General Grocer,36.07096769,24.8681648,,
Linnea Bergen,Late night visit,2014-01-10 22:24:03,General Grocer,36.07088408,24.86818033,,
Linnea Bergen,Late night visit,2014-01-10 22:24:04,Roberts and Sons,36.0707882,24.86818908,,
Linnea Bergen,Late night visit,2014-01-10 22:24:05,Roberts and Sons,36.07071384,24.86817962,,
Linnea Bergen,Late night visit,2014-01-10 22:24:07,Roberts and Sons,36.07054881,24.86818012,,
Linnea Bergen,Late night visit,2014-01-10 22:24:09,Roberts and Sons,36.07049735,24.86834676,,
Linnea Bergen,Late night visit,2014-01-10 22:24:10,Roberts and Sons,36.07048243,24.86842294,,
Linnea Bergen,Late night visit,2014-01-10 22:24:11,Roberts and Sons,36.07045836,24.86852832,,
Linnea Bergen,Late night visit,2014-01-10 22:24:12,Roberts and Sons,36.07042984,24.86859395,,
Linnea Bergen,Late night visit,2014-01-10 22:24:13,Roberts and Sons,36.07033945,24.86856477,,
Linnea Bergen,Late night visit,2014-01-10 22:24:14,Roberts and Sons,36.07024278,24.86858726,,
Linnea Bergen,Late night visit,2014-01-10 22:24:15,Roberts and Sons,36.07014279,24.86858033,,
Linnea Bergen,Late night visit,2014-01-10 22:24:16,Roberts and Sons,36.07005903,24.86856684,,
Linnea Bergen,Late night visit,2014-01-10 22:24:17,Roberts and Sons,36.06998895,24.86857139,,
Linnea Bergen,Late night visit,2014-01-10 22:24:18,Roberts and Sons,36.06990636,24.86859145,,
Linnea Bergen,Late night visit,2014-01-10 22:24:19,Roberts and Sons,36.06979283,24.86859044,,
Linnea Bergen,Late night visit,2014-01-10 22:24:20,Roberts and Sons,36.06972988,24.86859158,,
Linnea Bergen,Late night visit,2014-01-10 22:24:21,Roberts and Sons,36.06962665,24.86857335,,
Linnea Bergen,Late night visit,2014-01-10 22:24:23,Roberts and Sons,36.06962171,24.86874322,,
Linnea Bergen,Late night visit,2014-01-10 22:24:25,Roberts and Sons,36.0696449,24.86893533,,
Linnea Bergen,Late night visit,2014-01-10 22:24:26,Roberts and Sons,36.06962675,24.86901236,,
Linnea Bergen,Late night visit,2014-01-10 22:24:27,Roberts and Sons,36.06964301,24.86910155,,
Linnea Bergen,Late night visit,2014-01-10 22:24:29,Roberts and Sons,36.06963161,24.86926586,,
Linnea Bergen,Late night visit,2014-01-10 22:24:31,Roberts and Sons,36.06962427,24.86946682,,
Linnea Bergen,Late night visit,2014-01-10 22:24:32,Roberts and Sons,36.06962523,24.86953613,,
Linnea Bergen,Late night visit,2014-01-10 22:24:33,Roberts and Sons,36.06964728,24.86963283,,
Linnea Bergen,Late night visit,2014-01-10 22:24:34,Roberts and Sons,36.06961777,24.86973908,,
Linnea Bergen,Late night visit,2014-01-10 22:24:35,Roberts and Sons,36.06964053,24.86981845,,
Linnea Bergen,Late night visit,2014-01-10 22:24:36,Roberts and Sons,36.06964835,24.86991284,,
Linnea Bergen,Late night visit,2014-01-10 22:24:37,Roberts and Sons,36.06964504,24.86996948,,
Linnea Bergen,Late night visit,2014-01-10 22:24:40,Roberts and Sons,36.06965157,24.87024406,,
Linnea Bergen,Late night visit,2014-01-10 22:24:42,Roberts and Sons,36.06962082,24.8704259,,
Linnea Bergen,Late night visit,2014-01-10 22:24:43,Roberts and Sons,36.0696346,24.87049515,,
Linnea Bergen,Late night visit,2014-01-10 22:24:45,Roberts and Sons,36.06962144,24.87068633,,
Linnea Bergen,Late night visit,2014-01-10 22:24:46,Roberts and Sons,36.06962637,24.8707596,,
Linnea Bergen,Late night visit,2014-01-10 22:24:47,Roberts and Sons,36.06962568,24.87086008,,
Linnea Bergen,Late night visit,2014-01-10 22:24:48,Roberts and Sons,36.06964989,24.8709423,,
Linnea Bergen,Late night visit,2014-01-10 22:24:49,Roberts and Sons,36.06962893,24.87101252,,
Linnea Bergen,Late night visit,2014-01-10 22:24:50,Roberts and Sons,36.06963949,24.87110514,,
Linnea Bergen,Late night visit,2014-01-10 22:24:51,Roberts and Sons,36.06961651,24.87118705,,
Linnea Bergen,Late night visit,2014-01-10 22:24:52,Roberts and Sons,36.06964819,24.87127868,,
Linnea Bergen,Late night visit,2014-01-10 22:24:53,Roberts and Sons,36.06964949,24.87136077,,
Linnea Bergen,Late night visit,2014-01-10 22:24:54,Roberts and Sons,36.06962814,24.87147369,,
Linnea Bergen,Late night visit,2014-01-10 22:24:55,Roberts and Sons,36.06960404,24.87156161,,
Linnea Bergen,Late night visit,2014-01-10 22:24:57,Roberts and Sons,36.06958435,24.87172057,,
Linnea Bergen,Late night visit,2014-01-10 22:24:58,Roberts and Sons,36.06956703,24.87180473,,
Linnea Bergen,Late night visit,2014-01-10 22:24:59,Roberts and Sons,36.06956779,24.87191135,,
Linnea Bergen,Late night visit,2014-01-10 22:25:00,Roberts and Sons,36.0695597,24.87199213,,
Linnea Bergen,Late night visit,2014-01-10 22:25:01,Roberts and Sons,36.06956346,24.87206262,,
Linnea Bergen,Late night visit,2014-01-10 22:25:02,Roberts and Sons,36.06953266,24.8721559,,
Linnea Bergen,Late night visit,2014-01-10 22:25:03,Roberts and Sons,36.06953606,24.87223724,,
Linnea Bergen,Late night visit,2014-01-10 22:25:04,Roberts and Sons,36.06954277,24.8723358,,
Linnea Bergen,Late night visit,2014-01-10 22:25:05,Roberts and Sons,36.06949878,24.87242291,,
Linnea Bergen,Late night visit,2014-01-10 22:25:06,Roberts and Sons,36.06952299,24.87252238,,
Linnea Bergen,Late night visit,2014-01-10 22:25:07,Roberts and Sons,36.06947623,24.87258159,,
Linnea Bergen,Late night visit,2014-01-10 22:25:08,Roberts and Sons,36.06946208,24.8726593,,
Linnea Bergen,Late night visit,2014-01-10 22:25:10,Roberts and Sons,36.0694615,24.87286782,,
Linnea Bergen,Late night visit,2014-01-10 22:25:11,Roberts and Sons,36.06944443,24.872945,,
Linnea Bergen,Late night visit,2014-01-10 22:25:12,Roberts and Sons,36.06945814,24.87304116,,
Linnea Bergen,Late night visit,2014-01-10 22:25:13,Roberts and Sons,36.06942869,24.87311245,,
Linnea Bergen,Late night visit,2014-01-10 22:25:14,Roberts and Sons,36.06943262,24.87319115,,
Linnea Bergen,Late night visit,2014-01-10 22:25:16,Ahaggo Museum,36.06941106,24.87337896,,
Linnea Bergen,Late night visit,2014-01-10 22:25:17,Ahaggo Museum,36.06939104,24.87345287,,
Linnea Bergen,Late night visit,2014-01-10 22:25:18,Ahaggo Museum,36.06937732,24.87353386,,
Linnea Bergen,Late night visit,2014-01-10 22:25:19,Ahaggo Museum,36.0693482,24.87362005,,
Linnea Bergen,Late night visit,2014-01-10 22:25:22,Ahaggo Museum,36.06933262,24.87390036,,
Linnea Bergen,Late night visit,2014-01-10 22:25:23,Ahaggo Museum,36.06932039,24.87400376,,
Linnea Bergen,Late night visit,2014-01-10 22:25:24,Ahaggo Museum,36.06931181,24.87406115,,
Linnea Bergen,Late night visit,2014-01-10 22:25:25,Ahaggo Museum,36.06928758,24.87416705,,
Linnea Bergen,Late night visit,2014-01-10 22:25:26,Ahaggo Museum,36.06930658,24.87424992,,
Linnea Bergen,Late night visit,2014-01-10 22:25:27,Ahaggo Museum,36.06928162,24.87433883,,
Linnea Bergen,Late night visit,2014-01-10 22:25:28,Ahaggo Museum,36.06925603,24.87443716,,
Linnea Bergen,Late night visit,2014-01-10 22:25:29,Ahaggo Museum,36.06926073,24.8745029,,
Linnea Bergen,Late night visit,2014-01-10 22:25:30,Ahaggo Museum,36.06924329,24.87461517,,
Linnea Bergen,Late night visit,2014-01-10 22:25:31,Ahaggo Museum,36.06924463,24.87468783,,
Linnea Bergen,Late night visit,2014-01-10 22:25:32,Ahaggo Museum,36.06919596,24.87469288,,
Linnea Bergen,Late night visit,2014-01-10 22:25:33,Ahaggo Museum,36.069091,24.87468181,,
Linnea Bergen,Late night visit,2014-01-10 22:25:34,Ahaggo Museum,36.06897495,24.874708,,
Linnea Bergen,Late night visit,2014-01-10 22:25:35,Ahaggo Museum,36.06890606,24.87473834,,
Linnea Bergen,Late night visit,2014-01-10 22:25:36,Ahaggo Museum,36.06880148,24.87473847,,
Linnea Bergen,Late night visit,2014-01-10 22:25:37,Ahaggo Museum,36.06874307,24.87473378,,
Linnea Bergen,Late night visit,2014-01-10 22:25:38,Ahaggo Museum,36.06862817,24.87477251,,
Linnea Bergen,Late night visit,2014-01-10 22:25:40,Ahaggo Museum,36.06846654,24.87477364,,
Linnea Bergen,Late night visit,2014-01-10 22:25:41,Ahaggo Museum,36.06838621,24.87480772,,
Linnea Bergen,Late night visit,2014-01-10 22:25:42,Ahaggo Museum,36.06832305,24.87485424,,
Linnea Bergen,Late night visit,2014-01-10 22:25:43,Ahaggo Museum,36.06834561,24.87491768,,
Linnea Bergen,Late night visit,2014-01-10 22:25:44,Ahaggo Museum,36.06833026,24.87499828,,
Linnea Bergen,Late night visit,2014-01-10 22:25:45,Ahaggo Museum,36.06832811,24.87510129,,
Linnea Bergen,Late night visit,2014-01-10 22:25:46,Ahaggo Museum,36.06835315,24.87515409,,
Linnea Bergen,Late night visit,2014-01-10 22:25:47,Ahaggo Museum,36.06836949,24.87524591,,
Linnea Bergen,Late night visit,2014-01-10 22:25:48,Ahaggo Museum,36.06832508,24.87533497,,
Linnea Bergen,Late night visit,2014-01-10 22:25:51,Ahaggo Museum,36.06836017,24.87562698,,
Linnea Bergen,Late night visit,2014-01-10 22:25:52,Ahaggo Museum,36.06834519,24.87573005,,
Linnea Bergen,Late night visit,2014-01-10 22:25:53,Ahaggo Museum,36.06833105,24.8757783,,
Linnea Bergen,Late night visit,2014-01-10 22:25:54,Ahaggo Museum,36.0683598,24.87590605,,
Linnea Bergen,Late night visit,2014-01-10 22:25:57,Ahaggo Museum,36.06832174,24.87616677,,
Linnea Bergen,Late night visit,2014-01-10 22:25:59,Ahaggo Museum,36.06834051,24.87634486,,
Linnea Bergen,Late night visit,2014-01-10 22:26:01,Ahaggo Museum,36.06833558,24.87647947,,
Linnea Bergen,Late night visit,2014-01-10 22:26:02,Ahaggo Museum,36.06834686,24.87658277,,
Linnea Bergen,Late night visit,2014-01-10 22:26:04,Ahaggo Museum,36.06830534,24.87678452,,
Linnea Bergen,Late night visit,2014-01-10 22:26:05,Ahaggo Museum,36.06830743,24.8768671,,
Linnea Bergen,Late night visit,2014-01-10 22:26:06,Ahaggo Museum,36.06829695,24.87691813,,
Linnea Bergen,Late night visit,2014-01-10 22:26:08,Ahaggo Museum,36.06831864,24.8770864,,
Linnea Bergen,Late night visit,2014-01-10 22:26:10,Ahaggo Museum,36.0683178,24.87726103,,
Linnea Bergen,Late night visit,2014-01-10 22:26:11,Ahaggo Museum,36.0683144,24.87739541,,
Linnea Bergen,Late night visit,2014-01-10 22:26:13,Ahaggo Museum,36.06826965,24.87751957,,
Linnea Bergen,Late night visit,2014-01-10 22:26:14,Ahaggo Museum,36.06823708,24.87760154,,
Linnea Bergen,Late night visit,2014-01-10 22:26:16,Ahaggo Museum,36.0682303,24.8777769,,
Linnea Bergen,Late night visit,2014-01-10 22:26:17,Ahaggo Museum,36.06824756,24.87789778,,
Linnea Bergen,Late night visit,2014-01-10 22:26:18,Ahaggo Museum,36.06821468,24.87786556,,
Linnea Bergen,Late night visit,2014-01-10 22:26:19,Ahaggo Museum,36.06808263,24.877921,,
Linnea Bergen,Late night visit,2014-01-10 22:26:21,Ahaggo Museum,36.06789653,24.87789051,,
Linnea Bergen,Late night visit,2014-01-10 22:26:23,Ahaggo Museum,36.06774344,24.87793003,,
Linnea Bergen,Late night visit,2014-01-10 22:26:24,Ahaggo Museum,36.06768117,24.87789507,,
